CountyDesc,ProgramGroupYear,FnsReportDate,order,ProgramCode,Name,CDSCode,SiteName,MealTypeCode,MlsServedFree,MlsServedRedc,MlsServedPaid,MlsServedTotal
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694500121483,Alpha: Cornerstone Academy Preparatory,NSLP_BREAKFAST_SEVERENEED,737,193,154,"1,084"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694500121483,Alpha: Cornerstone Academy Preparatory,NSLP_LUNCH,"3,475","1,305","2,292","7,072"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506047229,Bridges Academy                                                 ,NSLP_BREAKFAST_SEVERENEED,"1,044",187,449,"1,680"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506047229,Bridges Academy                                                 ,NSLP_LUNCH,"1,636",359,558,"2,553"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506047211,Captain Jason M. Dahl Elementary                                ,NSLP_BREAKFAST_SEVERENEED,"2,533",405,524,"3,462"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506047211,Captain Jason M. Dahl Elementary                                ,NSLP_LUNCH,"5,902","1,040","1,258","8,200"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506047195,FRANKLIN ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"2,686",617,374,"3,677"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506047195,FRANKLIN ELEMENTARY,NSLP_LUNCH,"6,238","1,521","1,124","8,883"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506047203,G. W. Hellyer Elementary                                        ,NSLP_BREAKFAST_SEVERENEED,"1,525",195,517,"2,237"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506047203,G. W. Hellyer Elementary                                        ,NSLP_LUNCH,"3,291",561,"1,161","5,013"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506109433,Jeanne R. Meadows Elementary                                    ,NSLP_BREAKFAST_SEVERENEED,"2,107",498,553,"3,158"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506109433,Jeanne R. Meadows Elementary                                    ,NSLP_LUNCH,"4,831","1,110","1,177","7,118"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694500129205,KIPP Heritage Academy,NSLP_BREAKFAST_SEVERENEED,856,454,439,"1,749"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694500129205,KIPP Heritage Academy,NSLP_LUNCH,"2,305","1,192","1,215","4,712"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506047260,Lairon College Preparatory Academy                              ,NSLP_BREAKFAST_SEVERENEED,"3,557",599,436,"4,592"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506047260,Lairon College Preparatory Academy                              ,NSLP_LUNCH,"4,100",709,409,"5,218"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506047237,Los Arboles Literacy and Technology Academy                     ,NSLP_BREAKFAST_SEVERENEED,"2,940",395,404,"3,739"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506047237,Los Arboles Literacy and Technology Academy                     ,NSLP_LUNCH,"4,120",563,503,"5,186"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506047245,McKINLEY ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"1,878",207,281,"2,366"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506047245,McKINLEY ELEMENTARY,NSLP_LUNCH,"3,993",563,548,"5,104"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694500108696,RAMBLEWOOD ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,710,99,253,"1,062"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694500108696,RAMBLEWOOD ELEMENTARY,NSLP_LUNCH,"2,290",612,"1,655","4,557"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506067201,Robert F. Kennedy Elementary                                    ,NSLP_BREAKFAST_SEVERENEED,"1,732",234,649,"2,615"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506067201,Robert F. Kennedy Elementary                                    ,NSLP_LUNCH,"3,568",528,"1,178","5,274"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506047252,SANTEE ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"3,320",335,472,"4,127"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506047252,SANTEE ELEMENTARY,NSLP_LUNCH,"5,286",518,693,"6,497"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506115943,"Shirakawa (George, Sr.) Elementary                              ",NSLP_BREAKFAST_SEVERENEED,"2,459",473,"1,205","4,137"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506115943,"Shirakawa (George, Sr.) Elementary                              ",NSLP_LUNCH,"5,687","1,172","2,186","9,045"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506071542,STONEGATE ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"2,193",316,605,"3,114"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506071542,STONEGATE ELEMENTARY,NSLP_LUNCH,"6,142","1,207","1,548","8,897"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506047278,Sylvandale Middle                                               ,NSLP_BREAKFAST_SEVERENEED,"1,296",230,403,"1,929"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506047278,Sylvandale Middle                                               ,NSLP_LUNCH,"4,452",970,"1,996","7,418"
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506105795,Windmill Springs Elementary                                     ,NSLP_BREAKFAST_SEVERENEED,557,137,188,882
SANTA CLARA,2017,Oct 2016,4,NSLP,Franklin-McKinley Elementary School District,43694506105795,Windmill Springs Elementary                                     ,NSLP_LUNCH,"2,772",629,"1,076","4,477"
SANTA CLARA,2017,Oct 2016,4,NSLP,Fremont Union High School District,43694684330569,Community Day,NSLP_BREAKFAST_SEVERENEED,149,24,3,176
SANTA CLARA,2017,Oct 2016,4,NSLP,Fremont Union High School District,43694684330569,Community Day,NSLP_LUNCH,154,26,2,182
SANTA CLARA,2017,Oct 2016,4,NSLP,Fremont Union High School District,43694684331799,CUPERTINO HIGH,NSLP_BREAKFAST_SEVERENEED,"1,037",269,"1,198","2,504"
SANTA CLARA,2017,Oct 2016,4,NSLP,Fremont Union High School District,43694684331799,CUPERTINO HIGH,NSLP_LUNCH,912,310,"1,726","2,948"
SANTA CLARA,2017,Oct 2016,4,NSLP,Fremont Union High School District,43694684332474,FREMONT HIGH,NSLP_BREAKFAST_SEVERENEED,"2,936",793,546,"4,275"
SANTA CLARA,2017,Oct 2016,4,NSLP,Fremont Union High School District,43694684332474,FREMONT HIGH,NSLP_LUNCH,"4,243","1,561","2,342","8,146"
SANTA CLARA,2017,Oct 2016,4,NSLP,Fremont Union High School District,43694684333316,HOMESTEAD HIGH,NSLP_BREAKFAST_SEVERENEED,"2,333",418,773,"3,524"
SANTA CLARA,2017,Oct 2016,4,NSLP,Fremont Union High School District,43694684333316,HOMESTEAD HIGH,NSLP_LUNCH,"2,657",462,"3,401","6,520"
SANTA CLARA,2017,Oct 2016,4,NSLP,Fremont Union High School District,43694684334421,LYNBROOK HIGH,NSLP_BREAKFAST,532,77,"2,108","2,717"
SANTA CLARA,2017,Oct 2016,4,NSLP,Fremont Union High School District,43694684334421,LYNBROOK HIGH,NSLP_LUNCH,431,69,"4,118","4,618"
SANTA CLARA,2017,Oct 2016,4,NSLP,Fremont Union High School District,43694684334462,Monta Vista High                                                ,NSLP_BREAKFAST,112,41,"2,550","2,703"
SANTA CLARA,2017,Oct 2016,4,NSLP,Fremont Union High School District,43694684334462,Monta Vista High                                                ,NSLP_LUNCH,242,128,"6,465","6,835"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694846116461,Antonio Del Buono Elementary                                    ,NSLP_BREAKFAST_SEVERENEED,"2,955",406,328,"3,689"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694846116461,Antonio Del Buono Elementary                                    ,NSLP_LUNCH,"5,165",938,"1,421","7,524"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694846111785,Brownell Middle                                                 ,NSLP_BREAKFAST_SEVERENEED,"2,520",263,304,"3,087"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694846111785,Brownell Middle                                                 ,NSLP_LUNCH,"4,634",718,"1,496","6,848"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694840118380,Christopher High,NSLP_BREAKFAST_SEVERENEED,"5,379",981,"3,487","9,847"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694840118380,Christopher High,NSLP_LUNCH,"5,446","1,098","4,607","11,151"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694840114496,Dr. TJ Owens Gilroy Early College Academy                       ,NSLP_BREAKFAST_SEVERENEED,"1,020",424,662,"2,106"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694840114496,Dr. TJ Owens Gilroy Early College Academy                       ,NSLP_LUNCH,"1,058",579,"1,100","2,737"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694846047294,EL ROBLE ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"3,190",527,842,"4,559"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694846047294,EL ROBLE ELEMENTARY,NSLP_LUNCH,"4,133",778,"1,356","6,267"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694846047302,ELIOT ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"3,573",350,181,"4,104"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694846047302,ELIOT ELEMENTARY,NSLP_LUNCH,"6,923",877,509,"8,309"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694844332839,GILROY HIGH,NSLP_BREAKFAST_SEVERENEED,"8,117","1,322","2,375","11,814"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694844332839,GILROY HIGH,NSLP_LUNCH,"8,966","1,757","3,552","14,275"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694846047310,GLEN VIEW ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"4,398",587,708,"5,693"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694846047310,GLEN VIEW ELEMENTARY,NSLP_LUNCH,"6,310",925,"1,118","8,353"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694846047328,LAS ANIMAS ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"3,335",796,"2,288","6,419"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694846047328,LAS ANIMAS ELEMENTARY,NSLP_LUNCH,"4,183","1,014","2,892","8,089"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694846047286,LUIGI APREA ELEMENTARY,NSLP_BREAKFAST,436,155,252,843
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694846047286,LUIGI APREA ELEMENTARY,NSLP_LUNCH,"1,688",461,"3,078","5,227"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694844334850,Mt. Madonna High                                                ,NSLP_BREAKFAST_SEVERENEED,885,103,367,"1,355"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694844334850,Mt. Madonna High                                                ,NSLP_LUNCH,893,124,318,"1,335"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694846106991,Rod Kelley Elementary                                           ,NSLP_BREAKFAST_SEVERENEED,"2,021",466,585,"3,072"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694846106991,Rod Kelley Elementary                                           ,NSLP_LUNCH,"4,873","1,440","2,053","8,366"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694846047336,RUCKER ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"2,460",360,753,"3,573"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694846047336,RUCKER ELEMENTARY,NSLP_LUNCH,"4,313",607,"1,472","6,392"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694840100990,SOLORSANO MIDDLE,NSLP_BREAKFAST_SEVERENEED,"2,686",279,406,"3,371"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694840100990,SOLORSANO MIDDLE,NSLP_LUNCH,"6,958","1,266","3,059","11,283"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694846098214,South Valley Middle                                             ,NSLP_BREAKFAST_SEVERENEED,"2,337",342,378,"3,057"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,43694846098214,South Valley Middle                                             ,NSLP_LUNCH,"6,115","1,258","1,754","9,127"
SANTA CLARA,2017,Oct 2016,4,NSLP,GILROY UNIFIED SCHOOL DISTRICT,,STATE PRESCHOOL,NSLP_LUNCH,"1,846",521,416,"2,783"
SANTA CLARA,2017,Oct 2016,4,NSLP,JT Residential Care Facilities,,KENNEDY GROUP HOME,NSLP_BREAKFAST_SEVERENEED,174,0,0,174
SANTA CLARA,2017,Oct 2016,4,NSLP,JT Residential Care Facilities,,KENNEDY GROUP HOME,NSLP_LUNCH,48,0,0,48
SANTA CLARA,2017,Oct 2016,4,NSLP,JT Residential Care Facilities,,TAYLER GROUP HOME,NSLP_BREAKFAST_SEVERENEED,149,0,0,149
SANTA CLARA,2017,Oct 2016,4,NSLP,JT Residential Care Facilities,,TAYLER GROUP HOME,NSLP_LUNCH,44,0,0,44
SANTA CLARA,2017,Oct 2016,4,NSLP,Latino College Prep Academy,43694270131995,B. Roberto Cruz Leadership Academy,NSLP_BREAKFAST,"1,063",277,428,"1,768"
SANTA CLARA,2017,Oct 2016,4,NSLP,Latino College Prep Academy,43694270131995,B. Roberto Cruz Leadership Academy,NSLP_LUNCH,932,225,343,"1,500"
SANTA CLARA,2017,Oct 2016,4,NSLP,Latino College Prep Academy,43694274330668,LATINO COLLEGE PREPARATORY ACADEMY,NSLP_BREAKFAST_SEVERENEED,"2,550",874,716,"4,140"
SANTA CLARA,2017,Oct 2016,4,NSLP,Latino College Prep Academy,43694274330668,LATINO COLLEGE PREPARATORY ACADEMY,NSLP_LUNCH,"2,771",943,858,"4,572"
SANTA CLARA,2017,Oct 2016,4,NSLP,Los Gatos Union Elementary School District,43695266047518,BLOSSOM HILL ELEMENTARY,NSLP_BREAKFAST,0,22,922,944
SANTA CLARA,2017,Oct 2016,4,NSLP,Los Gatos Union Elementary School District,43695266047518,BLOSSOM HILL ELEMENTARY,NSLP_LUNCH,39,53,"2,416","2,508"
SANTA CLARA,2017,Oct 2016,4,NSLP,Los Gatos Union Elementary School District,43695266047526,DAVES AVENUE ELEMENTARY,NSLP_BREAKFAST,90,32,"1,072","1,194"
SANTA CLARA,2017,Oct 2016,4,NSLP,Los Gatos Union Elementary School District,43695266047526,DAVES AVENUE ELEMENTARY,NSLP_LUNCH,85,37,"1,586","1,708"
SANTA CLARA,2017,Oct 2016,4,NSLP,Los Gatos Union Elementary School District,43695266047534,LEXINGTON ELEMENTARY,NSLP_LUNCH,45,0,821,866
SANTA CLARA,2017,Oct 2016,4,NSLP,Los Gatos Union Elementary School District,43695266047542,Louise Van Meter Elementary                                     ,NSLP_BREAKFAST,20,15,485,520
SANTA CLARA,2017,Oct 2016,4,NSLP,Los Gatos Union Elementary School District,43695266047542,Louise Van Meter Elementary                                     ,NSLP_LUNCH,93,31,"1,663","1,787"
SANTA CLARA,2017,Oct 2016,4,NSLP,Los Gatos Union Elementary School District,43695266047567,Raymond J. Fisher Middle                                        ,NSLP_LUNCH,217,72,"2,132","2,421"
SANTA CLARA,2017,Oct 2016,4,NSLP,LUTHER BURBANK SCHOOL DISTRICT,43695426047575,Luther Burbank Elementary                                       ,NSLP_BREAKFAST_SEVERENEED,"6,820","1,719","1,323","9,862"
SANTA CLARA,2017,Oct 2016,4,NSLP,LUTHER BURBANK SCHOOL DISTRICT,43695426047575,Luther Burbank Elementary                                       ,NSLP_LUNCH,"6,625","1,689","1,316","9,630"
SANTA CLARA,2017,Oct 2016,4,NSLP,Milpitas Unified School District,43733876047583,Alexander Rose Elementary                                       ,NSLP_BREAKFAST_SEVERENEED,"1,327",166,421,"1,914"
SANTA CLARA,2017,Oct 2016,4,NSLP,Milpitas Unified School District,43733876047583,Alexander Rose Elementary                                       ,NSLP_LUNCH,"3,713",682,"2,651","7,046"
SANTA CLARA,2017,Oct 2016,4,NSLP,Milpitas Unified School District,43733876047591,Anthony Spangler Elementary                                     ,NSLP_BREAKFAST_SEVERENEED,760,389,721,"1,870"
SANTA CLARA,2017,Oct 2016,4,NSLP,Milpitas Unified School District,43733876047591,Anthony Spangler Elementary                                     ,NSLP_LUNCH,"1,879",861,"3,456","6,196"
SANTA CLARA,2017,Oct 2016,4,NSLP,Milpitas Unified School District,43733874331039,Calaveras Hills                                                 ,NSLP_BREAKFAST_SEVERENEED,146,19,21,186
SANTA CLARA,2017,Oct 2016,4,NSLP,Milpitas Unified School District,43733874331039,Calaveras Hills                                                 ,NSLP_LUNCH,544,87,158,789
SANTA CLARA,2017,Oct 2016,4,NSLP,Milpitas Unified School District,43733876047609,Curtner Elementary                                              ,NSLP_BREAKFAST,623,168,"1,004","1,795"
SANTA CLARA,2017,Oct 2016,4,NSLP,Milpitas Unified School District,43733876047609,Curtner Elementary                                              ,NSLP_LUNCH,"1,437",373,"4,077","5,887"
SANTA CLARA,2017,Oct 2016,4,NSLP,Milpitas Unified School District,43733876047625,John Sinnott Elementary                                         ,NSLP_BREAKFAST,608,235,"2,240","3,083"
SANTA CLARA,2017,Oct 2016,4,NSLP,Milpitas Unified School District,43733876047625,John Sinnott Elementary                                         ,NSLP_LUNCH,"1,245",390,"5,649","7,284"
SANTA CLARA,2017,Oct 2016,4,NSLP,Milpitas Unified School District,43733876047633,Joseph Weller Elementary                                        ,NSLP_BREAKFAST_SEVERENEED,948,274,186,"1,408"
SANTA CLARA,2017,Oct 2016,4,NSLP,Milpitas Unified School District,43733876047633,Joseph Weller Elementary                                        ,NSLP_LUNCH,"2,343",877,"2,529","5,749"
SANTA CLARA,2017,Oct 2016,4,NSLP,Milpitas Unified School District,43733876047641,Marshall Pomeroy Elementary                                     ,NSLP_BREAKFAST,589,124,710,"1,423"
SANTA CLARA,2017,Oct 2016,4,NSLP,Milpitas Unified School District,43733876047641,Marshall Pomeroy Elementary                                     ,NSLP_LUNCH,"1,755",544,"4,676","6,975"
SANTA CLARA,2017,Oct 2016,4,NSLP,Milpitas Unified School District,43733874334470,MILPITAS HIGH,NSLP_BREAKFAST_SEVERENEED,"5,342","1,274","3,355","9,971"
SANTA CLARA,2017,Oct 2016,4,NSLP,Milpitas Unified School District,43733874334470,MILPITAS HIGH,NSLP_LUNCH,"9,716","3,196","10,843","23,755"
SANTA CLARA,2017,Oct 2016,4,NSLP,Milpitas Unified School District,43733876067219,Pearl Zanker Elementary                                         ,NSLP_BREAKFAST_SEVERENEED,"1,016",323,693,"2,032"
SANTA CLARA,2017,Oct 2016,4,NSLP,Milpitas Unified School District,43733876067219,Pearl Zanker Elementary                                         ,NSLP_LUNCH,"1,811",900,"4,199","6,910"
SANTA CLARA,2017,Oct 2016,4,NSLP,Milpitas Unified School District,43733876047666,Rancho Milpitas Middle                                          ,NSLP_BREAKFAST_SEVERENEED,"1,978",464,"1,472","3,914"
SANTA CLARA,2017,Oct 2016,4,NSLP,Milpitas Unified School District,43733876047666,Rancho Milpitas Middle                                          ,NSLP_LUNCH,"2,665",655,"3,194","6,514"
SANTA CLARA,2017,Oct 2016,4,NSLP,Milpitas Unified School District,43733876047674,Robert Randall Elementary                                       ,NSLP_BREAKFAST_SEVERENEED,"1,576",139,299,"2,014"
SANTA CLARA,2017,Oct 2016,4,NSLP,Milpitas Unified School District,43733876047674,Robert Randall Elementary                                       ,NSLP_LUNCH,"3,314",525,"1,215","5,054"
SANTA CLARA,2017,Oct 2016,4,NSLP,Milpitas Unified School District,43733876047682,Thomas Russell Middle                                           ,NSLP_BREAKFAST_SEVERENEED,"1,487",360,"1,225","3,072"
SANTA CLARA,2017,Oct 2016,4,NSLP,Milpitas Unified School District,43733876047682,Thomas Russell Middle                                           ,NSLP_LUNCH,"2,319",804,"2,880","6,003"
SANTA CLARA,2017,Oct 2016,4,NSLP,Milpitas Unified School District,43733876047690,William Burnett Elementary                                      ,NSLP_BREAKFAST_SEVERENEED,848,254,640,"1,742"
SANTA CLARA,2017,Oct 2016,4,NSLP,Milpitas Unified School District,43733876047690,William Burnett Elementary                                      ,NSLP_LUNCH,"2,379",725,"3,549","6,653"
SANTA CLARA,2017,Oct 2016,4,NSLP,MORELAND SCHOOL DISTRICT,43695756047740,COUNTRY LANE ELEMENTARY,NSLP_BREAKFAST,466,106,565,"1,137"
SANTA CLARA,2017,Oct 2016,4,NSLP,MORELAND SCHOOL DISTRICT,43695756047740,COUNTRY LANE ELEMENTARY,NSLP_LUNCH,740,200,"2,340","3,280"
SANTA CLARA,2017,Oct 2016,4,NSLP,MORELAND SCHOOL DISTRICT,43695756047765,Easterbrook Discovery                                           ,NSLP_BREAKFAST_SEVERENEED,"1,027",379,"1,144","2,550"
SANTA CLARA,2017,Oct 2016,4,NSLP,MORELAND SCHOOL DISTRICT,43695756047765,Easterbrook Discovery                                           ,NSLP_LUNCH,"1,616",624,"3,630","5,870"
SANTA CLARA,2017,Oct 2016,4,NSLP,MORELAND SCHOOL DISTRICT,43695756047799,George C. Payne Elementary                                      ,NSLP_BREAKFAST_SEVERENEED,"1,680",358,869,"2,907"
SANTA CLARA,2017,Oct 2016,4,NSLP,MORELAND SCHOOL DISTRICT,43695756047799,George C. Payne Elementary                                      ,NSLP_LUNCH,"1,888",450,"1,888","4,226"
SANTA CLARA,2017,Oct 2016,4,NSLP,MORELAND SCHOOL DISTRICT,43695756047807,Gussie M. Baker Elementary                                      ,NSLP_BREAKFAST,864,253,734,"1,851"
SANTA CLARA,2017,Oct 2016,4,NSLP,MORELAND SCHOOL DISTRICT,43695756047807,Gussie M. Baker Elementary                                      ,NSLP_LUNCH,"1,072",322,"2,206","3,600"
SANTA CLARA,2017,Oct 2016,4,NSLP,MORELAND SCHOOL DISTRICT,43695750129940,Latimer Elementary,NSLP_BREAKFAST_SEVERENEED,"1,026",324,645,"1,995"
SANTA CLARA,2017,Oct 2016,4,NSLP,MORELAND SCHOOL DISTRICT,43695750129940,Latimer Elementary,NSLP_LUNCH,"1,818",565,"1,719","4,102"
SANTA CLARA,2017,Oct 2016,4,NSLP,MORELAND SCHOOL DISTRICT,43695756047831,Leroy Anderson Elementary                                       ,NSLP_BREAKFAST_SEVERENEED,"3,313",564,230,"4,107"
SANTA CLARA,2017,Oct 2016,4,NSLP,MORELAND SCHOOL DISTRICT,43695756047831,Leroy Anderson Elementary                                       ,NSLP_LUNCH,"4,754","1,045",393,"6,192"
SANTA CLARA,2017,Oct 2016,4,NSLP,MORELAND SCHOOL DISTRICT,43695756047781,Moreland Middle                                                 ,NSLP_BREAKFAST_SEVERENEED,"2,079",465,959,"3,503"
SANTA CLARA,2017,Oct 2016,4,NSLP,MORELAND SCHOOL DISTRICT,43695756047781,Moreland Middle                                                 ,NSLP_LUNCH,"3,083",859,"3,021","6,963"
SANTA CLARA,2017,Oct 2016,4,NSLP,Morgan Hill Unified School District,43695830102368,Ann Sobrato High,NSLP_BREAKFAST_SEVERENEED,"3,173",399,"1,194","4,766"
SANTA CLARA,2017,Oct 2016,4,NSLP,Morgan Hill Unified School District,43695830102368,Ann Sobrato High,NSLP_LUNCH,"4,217",635,"3,164","8,016"
SANTA CLARA,2017,Oct 2016,4,NSLP,Morgan Hill Unified School District,43695836118376,BARRETT ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,"1,629",283,619,"2,531"
SANTA CLARA,2017,Oct 2016,4,NSLP,Morgan Hill Unified School District,43695836118376,BARRETT ELEMENTARY,NSLP_LUNCH,"2,345",391,927,"3,663"
SANTA CLARA,2017,Oct 2016,4,NSLP,Morgan Hill Unified School District,43695834334488,Central High (Continuation)                                     ,NSLP_BREAKFAST_SEVERENEED,765,95,54,914
SANTA CLARA,2017,Oct 2016,4,NSLP,Morgan Hill Unified School District,43695834334488,Central High (Continuation)                                     ,NSLP_LUNCH,736,106,121,963
SANTA CLARA,2017,Oct 2016,4,NSLP,Morgan Hill Unified School District,43695836109375,El Toro Health Science Academy                                  ,NSLP_BREAKFAST_SEVERENEED,"1,309",144,334,"1,787"
SANTA CLARA,2017,Oct 2016,4,NSLP,Morgan Hill Unified School District,43695836109375,El Toro Health Science Academy                                  ,NSLP_LUNCH,"1,769",282,696,"2,747"
SANTA CLARA,2017,Oct 2016,4,NSLP,Morgan Hill Unified School District,43695836098263,Jackson Academy of Music and Math (JAMM)                        ,NSLP_BREAKFAST_SEVERENEED,"1,528",117,733,"2,378"
SANTA CLARA,2017,Oct 2016,4,NSLP,Morgan Hill Unified School District,43695836098263,Jackson Academy of Music and Math (JAMM)                        ,NSLP_LUNCH,"1,759",177,951,"2,887"
SANTA CLARA,2017,Oct 2016,4,NSLP,Morgan Hill Unified School District,43695836095384,Lewis H. Britton Middle                                         ,NSLP_BREAKFAST_SEVERENEED,"1,866",195,447,"2,508"
SANTA CLARA,2017,Oct 2016,4,NSLP,Morgan Hill Unified School District,43695836095384,Lewis H. Britton Middle                                         ,NSLP_LUNCH,"2,220",212,589,"3,021"
SANTA CLARA,2017,Oct 2016,4,NSLP,Morgan Hill Unified School District,43695834333951,LIVE OAK HIGH,NSLP_BREAKFAST_SEVERENEED,"3,013",401,579,"3,993"
SANTA CLARA,2017,Oct 2016,4,NSLP,Morgan Hill Unified School District,43695834333951,LIVE OAK HIGH,NSLP_LUNCH,"3,153",503,"1,445","5,101"
